0,2,0,5
0,4,0,1
19,44,41,32
8,0,0,0
1,3,0,0
48,5,82,11
2,2,0,2
17,0,2,4
1,1,0,1
0,0,1,0
0,0,0,2
4,0,2,0
4,4,5,6
6,2,10,5
44,37,57,6
6,5,5,2
15,13,48,21
12,7,5,3
9,9,6,8
2,4,2,0
1,2,3,2
8,4,15,5
12,6,10,8
2,1,2,2
23,3,17,10
1,0,0,0
5,1,4,5
17,36,33,1
8,5,13,13
50,13,8,5
3,9,5,6
23,45,18,25
2,2,2,1
2,2,3,2
2,2,3,2
8,10,4,4
10,4,0,8
12,10,13,14
0,1,0,2
15,7,0,22
7,5,39,3
0,5,2,2
1,0,0,0
0,2,0,0
1,0,2,2
2,4,2,3
22,2,6,1
4,4,4,4
16,26,25,9
11,4,8,10
8,2,8,0
3,0,0,0
2,2,2,2
0,6,2,2
2,2,2,2
15,41,3,27
2,3,4,5
3,2,4,3
2,3,2,2
13,4,4,3
16,7,6,9
6,8,6,7
6,6,6,6
2,2,1,1
2,3,3,4
3,3,0,2
1,2,2,2
0,0,2,2
4,1,0,2
0,2,0,0
0,3,2,0
2,4,3,3
4,6,2,2
2,0,2,0
82,14,64,47
20,20,46,59
3,5,6,9
5,2,2,3
7,4,13,5
0,3,1,4
0,1,0,0
10,2,2,5
2,0,1,2
0,1,0,1
3,8,6,12
2,0,1,2
0,0,5,5
2,2,2,2
0,4,4,4
4,7,0,4
4,6,4,4
0,1,0,3
0,1,0,0
3,0,12,0
2,2,2,1
4,7,3,2
10,7,12,0
6,5,18,13
1,5,5,4
3,6,5,13
55,3,12,10
9,7,8,4
8,8,2,2
3,5,28,6
2,3,2,2
0,0,0,1
3,2,0,3
2,4,3,4
6,2,3,4
0,0,0,1
0,0,0,19
0,0,0,2
16,3,29,16
3,2,2,2
1,0,1,0
3,8,1,4
0,0,1,0
2,2,11,4
0,7,2,2
0,0,15,0
13,20,23,18
4,4,0,2
2,7,6,5
1,2,1,2
0,1,0,0
100,7,17,20
3,2,2,2
0,2,0,5
5,0,2,1
1,2,0,3
3,4,10,3
2,5,2,6
2,3,4,4
2,1,2,3
3,3,3,2
27,5,6,5
2,0,0,0
10,2,9,5
6,2,3,1
5,2,3,7
0,0,2,3
9,4,4,7
7,0,12,8
0,0,0,1
2,4,0,0
0,6,2,0
3,2,5,6
2,3,4,3
1,2,4,0
2,0,0,0
12,7,16,25
1,0,0,0
0,0,0,1
2,1,2,1
0,3,0,0
6,5,6,10
2,2,3,3
2,2,5,1
2,2,2,2
2,0,3,0
0,3,0,4
0,2,0,0
1,0,0,0
0,8,3,8
2,1,1,3
0,0,0,1
0,1,2,2
18,2,19,2
113,18,67,64
1,0,0,2
0,0,0,1
2,1,5,3
2,2,8,3
0,2,0,0
2,0,1,1
5,2,5,2
2,6,7,10
26,62,0,37
4,4,6,7
1,2,10,23
2,2,6,2
0,2,3,4
2,18,14,3
3,4,3,3
4,2,0,3
1,11,24,12
23,6,7,35
8,4,36,13
18,13,19,6
2,3,2,3
3,2,0,0
11,19,8,9
2,2,3,2
3,2,2,0
0,0,1,2
3,3,2,2
4,1,3,3
14,6,21,3
0,0,1,0
0,1,0,0
3,2,4,1
7,8,8,4
5,0,0,2
4,0,0,4
6,0,0,0
3,2,2,2
5,3,1,2
2,0,1,1
3,3,2,2
15,7,11,18
1,1,3,9
3,8,4,11
2,0,1,0
8,0,0,0
2,3,3,3
0,0,0,1
7,7,4,13
0,2,0,0
2,2,6,3
2,2,2,2
2,2,1,0
15,17,2,2
12,12,26,32
0,4,0,1
8,3,6,2
4,1,2,0
1,6,16,1
6,4,6,6
54,10,26,36
3,0,3,8
3,5,4,7
5,6,7,9
2,2,5,2
0,0,0,1
3,2,3,2
2,2,3,2
2,3,0,0
6,23,14,8
3,2,2,5
0,1,0,0
5,1,1,0
2,3,3,5
6,0,6,5
37,2,14,3
3,0,0,0
9,17,6,4
3,3,3,4
0,0,1,0
1,1,0,0
4,4,2,2
0,1,2,3
3,2,1,5
7,7,5,5
11,4,2,5
0,0,1,0
3,2,11,2
7,5,13,14
3,0,2,1
0,2,0,2
36,23,5,28
1,1,0,0
26,19,151,5
6,3,3,2
3,2,3,2
23,38,27,38
1,0,2,0
1,3,2,4
3,1,7,0
34,8,6,6
8,10,12,1
4,2,4,2
0,1,2,0
5,2,3,3
2,1,1,0
1,0,6,2
2,2,1,2
0,2,1,0
4,3,5,4
11,4,6,3
1,1,1,0
5,3,0,4
7,4,11,4
4,2,3,3
2,2,2,2
6,8,7,14
2,0,8,1
0,2,0,0
0,4,15,13
6,2,2,3
2,0,0,0
11,8,7,14
0,0,0,1
5,0,6,3
2,0,3,0
0,2,1,1
4,6,7,15
2,2,0,2
2,3,4,4
10,10,11,10
10,6,5,6
1,3,0,2
4,16,13,5
7,2,0,0
9,6,3,3
4,4,16,2
13,5,26,6
0,1,0,0
3,2,4,2
6,4,4,8
0,2,0,1
2,4,2,4
0,0,1,0
38,13,62,29
32,8,6,0
17,28,56,18
0,2,0,0
5,3,2,6
4,2,3,0
0,0,4,4
0,4,8,8
2,2,1,1
0,0,0,1
5,0,8,14
12,8,4,3
0,12,0,0
3,0,0,0
22,59,4,3
3,3,9,2
0,1,0,2
2,2,2,2
13,4,14,13
3,2,5,4
3,2,1,1
4,3,3,4
35,24,22,12
3,1,1,3
4,2,3,6
0,8,22,2
5,2,3,3
1,1,2,1
2,2,1,2
41,14,20,23
0,2,2,0
8,2,6,3
16,35,124,75
7,0,6,11
4,1,1,1
0,1,0,0
0,8,0,1
7,28,32,40
0,0,15,7
5,7,20,11
2,2,4,2
32,7,6,10
9,4,9,4
0,0,1,2
2,2,2,2
2,2,2,2
1,3,5,0
2,2,6,9
1,4,2,1
1,1,2,3
11,15,9,3
13,14,8,7
8,6,8,3
5,1,4,1
6,14,4,2
1,0,0,0
2,2,2,2
3,8,1,4
0,1,1,1
0,2,2,4
2,6,16,5
53,2,97,0
4,1,3,0
0,1,0,0
0,1,0,2
1,0,0,1
2,2,5,2
15,28,50,8
17,3,29,1
17,0,8,2
0,11,16,0
0,2,2,1
2,0,0,0
1,2,3,2
2,6,5,7
1,2,2,3
0,2,0,1
0,10,19,6
5,11,16,25
32,12,37,4
12,8,10,5
0,0,0,1
0,7,0,6
9,6,4,4
8,2,8,12
0,2,0,1
25,9,96,2
2,0,0,0
2,4,0,0
9,7,29,5
4,4,0,4
2,0,2,2
38,9,10,17
33,15,8,37
0,0,2,0
0,0,2,2
2,2,2,3
11,42,29,71
2,2,2,3
1,1,3,2
0,1,2,1
0,0,1,0
8,6,20,4
0,2,1,2
3,2,5,2
0,0,12,4
0,2,2,3
0,2,3,2
3,3,6,3
0,1,0,0
2,0,0,2
4,2,6,16
7,5,12,19
2,12,6,4
8,8,6,3
5,5,10,2
3,3,3,2
22,5,5,4
10,13,6,3
1,1,0,1
1,0,0,0
6,4,3,5
2,0,0,1
0,1,5,1
1,1,2,2
2,2,3,4
0,1,3,2
0,2,0,2
0,0,1,0
2,2,3,2
5,0,15,5
2,2,1,0
1,1,2,4
2,2,2,1
3,4,2,4
3,6,3,4
3,0,0,0
20,10,18,26
6,10,6,5
6,26,18,7
8,6,5,6
3,0,1,1
0,0,0,1
3,2,4,4
9,12,39,31
1,0,3,1
83,84,43,36
12,0,0,0
17,3,9,6
13,3,1,3
4,5,4,3
27,20,35,0
0,0,0,1
1,0,0,1
2,4,4,5
2,2,1,0
2,3,5,2
9,3,8,2
1,0,2,0
2,2,2,2
6,8,8,5
2,0,0,1
4,2,5,4
21,19,15,4
5,5,9,7
9,2,0,0
29,3,11,0
8,8,30,7
2,5,2,2
2,2,0,2
0,0,1,0
2,0,0,0
0,1,2,0
1,4,25,8
24,4,8,16
3,8,2,0
12,9,13,0
8,11,5,11
4,4,19,5
7,3,4,5
2,3,2,2
0,2,0,1
8,6,10,5
0,0,1,0
1,2,0,1
4,1,3,0
50,43,16,41
65,36,77,60
0,2,4,0
3,3,2,2
1,4,10,1
2,11,2,0
4,2,4,8
0,0,5,1
2,0,2,0
1,2,2,2
2,2,4,3
26,18,15,34
8,2,6,4
2,2,5,2
2,2,2,2
3,0,8,5
1,1,2,2
0,2,1,0
51,45,62,17
24,4,4,5
62,22,15,43
1,0,0,0
2,0,0,0
1,2,0,0
0,0,2,2
1,0,0,0
1,11,8,5
0,6,2,9
2,3,9,0
3,3,3,7
3,3,1,5
4,1,0,0
3,2,4,8
48,31,19,43
11,3,7,4
0,1,6,5
2,2,3,2
8,4,8,4
2,2,0,2
6,5,1,4
2,2,2,34
6,1,12,4
0,0,1,0
0,2,0,0
0,1,3,2
2,2,2,2
0,1,0,0
1,2,1,3
4,5,9,4
0,4,3,5
2,2,1,0
10,19,11,25
2,4,4,3
3,4,2,2
3,2,2,2
5,4,58,3
9,2,4,2
0,0,1,0
9,5,25,9
0,0,0,1
0,2,0,6
2,4,5,4
4,5,3,5
1,1,1,1
2,2,4,4
2,1,2,2
3,2,4,6
0,1,1,2
0,0,3,0
2,0,2,0
2,2,2,0
8,8,8,10
3,4,4,4
16,6,4,6
3,6,6,6
4,6,2,3
51,8,7,5
51,22,56,32
4,7,5,7
1,1,1,1
2,7,0,0
14,27,28,45
73,4,15,5
7,5,7,3
0,0,0,2
2,1,0,0
33,11,14,2
6,2,6,3
49,26,75,56
2,2,4,4
2,2,1,0
17,12,13,1
1,3,2,1
39,6,13,5
8,2,3,9
2,2,2,2
2,1,3,2
1,0,8,4
82,9,110,6
25,95,58,46
8,3,4,4
12,6,10,2
0,0,0,1
11,19,14,10
0,0,1,0
0,1,4,2
1,3,5,1
2,2,3,2
2,2,2,2
51,12,15,2
9,4,5,3
1,0,0,0
11,6,7,5
2,3,2,8
2,2,1,2
0,0,0,1
1,1,2,1
4,3,2,4
2,2,2,2
1,0,0,3
9,5,14,6
5,2,2,4
15,5,11,20
0,1,0,1
71,129,22,58
7,5,15,1
2,2,7,2
10,0,5,42
6,2,16,1
15,7,14,2
4,4,0,1
6,7,9,7
20,44,21,28
1,1,0,3
4,5,3,6
0,1,1,2
3,2,4,2
2,2,2,2
12,4,1,0
0,1,0,0
6,1,1,1
1,5,2,8
19,38,39,31
1,2,2,2
2,4,3,2
1,0,0,1
0,3,2,2
3,3,8,6
0,4,4,3
15,16,6,12
0,0,1,0
12,2,2,1
0,6,0,1
0,1,2,2
0,0,3,1
1,1,1,0
0,0,0,1
0,5,6,2
0,8,7,0
1,26,9,30
4,2,5,3
4,9,5,14
26,6,8,12
0,0,1,1
2,2,2,2
11,0,6,4
4,3,5,8
1,0,0,0
5,5,5,6
12,3,9,2
3,2,2,2
0,1,2,2
1,0,1,1
7,24,2,0
12,7,7,3
6,8,5,9
2,1,3,0
8,2,2,3
2,0,0,0
5,4,12,23
2,5,2,4
2,2,0,0
2,1,1,1
7,8,7,11
6,6,2,3
3,0,4,1
0,2,1,2
0,1,2,1
5,5,3,6
8,2,1,3
2,8,0,3
0,0,1,0
2,0,2,2
2,0,2,2
2,0,2,2
6,2,4,3
7,3,12,1
0,2,0,0
3,0,3,0
0,0,1,3
4,2,3,2
2,1,0,0
0,0,1,1
10,6,6,8
0,1,1,1
4,2,0,1
5,3,2,3
0,0,1,0
5,0,0,0
25,5,6,8
2,2,2,2
1,1,13,2
0,3,0,0
25,29,4,12
12,6,0,0
2,2,3,0
2,2,1,2
2,0,0,0
2,2,2,2
1,2,2,2
0,2,0,0
2,1,2,2
0,3,0,0
18,5,14,12
0,1,0,1
0,2,0,0
2,2,3,2
0,2,2,2
0,1,0,0
1,2,1,2
0,3,0,0
0,2,1,0
2,1,2,0
5,3,5,4
4,6,3,6
0,0,1,1
0,0,1,0
2,2,2,2
1,1,0,4
57,9,57,12
0,1,0,0
2,2,3,2
27,42,56,24
0,0,0,3
1,3,2,1
0,0,0,2
10,4,14,10
2,2,2,2
26,13,51,5
4,2,3,2
10,9,16,6
5,8,3,6
2,0,10,0
62,3,107,7
2,4,1,16
21,28,43,28
99,97,2,21
2,2,2,0
0,0,0,1
10,4,6,12
1,2,0,0
10,10,7,9
1,3,3,1
6,9,6,6
4,5,6,2
1,3,6,4
5,2,6,10
1,3,0,0
12,16,20,3
23,16,7,12
0,3,1,1
0,1,0,1
18,2,8,6
4,3,1,3
2,0,0,0
2,3,3,8
2,0,0,0
4,1,13,1
2,2,1,1
3,6,2,2
0,3,4,2
0,1,0,1
3,4,2,2
71,23,72,27
55,5,20,26
0,3,0,0
1,0,0,1
12,1,12,1
14,48,84,98
2,4,3,8
8,8,1,2
3,3,0,1
11,0,3,3
10,7,9,7
6,5,7,4
2,0,4,17
3,1,2,0
16,8,5,12
15,4,5,19
1,0,6,3
10,12,18,16
3,3,3,2
3,2,2,2
6,4,3,2
7,2,9,6
0,0,0,1
1,4,0,3
0,0,0,1
39,14,19,14
6,2,2,2
0,0,1,0
11,12,6,11
3,1,2,4
1,4,5,3
5,3,0,2
2,2,0,0
1,2,0,0
30,7,5,3
2,2,4,0
14,2,3,0
5,4,10,6
4,2,2,5
0,0,1,2
5,11,10,8
9,6,3,6
2,0,0,0
16,1,0,3
0,0,2,0
5,3,2,2
5,1,6,2
0,2,4,1
1,7,6,5
6,3,8,5
5,0,2,3
2,1,4,2
5,5,6,4
1,0,0,0
6,4,10,13
2,7,4,6
0,7,0,0
8,8,8,4
4,4,6,3
1,2,3,4
0,1,3,0
2,5,5,4
4,2,2,3
5,5,26,24
8,4,1,2
33,14,10,76
8,2,8,6
21,12,30,20
7,2,5,5
4,5,6,4
0,0,1,0
2,2,2,1
2,2,6,13
5,3,0,1
4,3,1,2
2,2,1,2
4,3,2,3
1,1,3,0
8,8,11,8
0,1,2,0
10,6,14,9
0,2,2,2
1,2,4,3
2,2,3,2
2,0,2,1
1,0,2,0
7,4,8,2
0,1,1,0
21,20,26,61
14,1,1,0
0,1,0,0
1,2,2,2
7,3,13,5
18,4,3,5
0,2,2,2
53,7,18,11
19,0,6,11
0,1,2,2
8,5,34,5
7,6,7,7
6,2,5,6
2,3,0,0
4,0,0,0
10,7,18,9
2,2,3,2
3,3,1,0
43,14,23,27
1,2,1,2
0,7,0,4
0,1,0,0
20,3,0,7
5,2,0,4
1,1,0,2
3,3,3,4
1,0,1,0
0,1,2,2
2,1,0,0
10,5,0,0
1,4,1,2
0,6,10,1
15,22,18,8
2,3,2,2
0,0,0,1
9,7,8,3
0,2,1,4
1,2,0,2
7,0,1,0
2,2,2,2
10,5,4,4
7,3,11,7
14,15,20,15
2,0,1,0
3,0,0,0
4,2,2,8
41,24,82,47
0,1,1,2
17,7,12,2
2,7,5,6
2,1,1,3
0,4,14,8
1,1,4,2
2,0,4,2
3,3,1,4
7,15,3,31
75,17,10,53
0,0,1,3
2,4,0,0
2,2,4,0
3,2,8,6
0,3,0,4
0,3,4,4
0,0,2,1
2,2,2,2
2,5,8,12
2,2,2,2
4,8,8,8
8,5,14,2
2,0,0,0
6,2,4,4
98,35,67,25
6,0,1,0
1,2,0,0
5,26,4,6
2,0,2,0
5,0,0,0
3,1,0,3
1,0,1,1
10,7,8,7
5,4,9,2
0,0,0,1
56,21,39,29
5,2,5,3
46,60,51,41
29,32,27,3
3,0,2,9
1,0,1,0
4,9,6,1
10,7,2,8
46,18,17,20
2,4,4,1
2,3,6,4
0,0,1,1
0,1,4,1
7,3,9,1
5,3,2,5
34,17,28,16
0,0,0,1
1,5,0,6
8,4,37,4
3,0,0,0
4,1,2,0
7,6,11,4
3,0,2,0
6,2,3,2
8,5,3,4
3,4,3,3
6,3,8,2
96,31,14,5
2,2,3,0
6,4,8,7
4,4,6,5
2,5,5,2
2,1,1,0
4,3,4,0
1,0,1,0
32,39,153,21
2,1,7,5
4,3,3,2
24,2,10,10
3,3,2,2
10,6,6,8
2,2,0,0
0,5,6,5
4,5,2,3
6,6,4,4
1,2,2,2
3,9,14,9
1,0,0,0
2,2,0,0
8,6,4,2
5,2,6,8
21,9,29,51
7,6,8,4
4,4,5,7
11,3,9,5
0,0,0,1
20,12,11,29
5,2,8,1
0,0,0,1
2,2,2,2
1,2,2,2
2,0,2,0
12,13,4,4
2,2,6,6
22,31,3,4
6,0,19,0
2,2,2,2
4,8,2,16
0,1,1,2
3,2,3,2
12,3,55,10
11,12,10,11
0,2,3,2
4,10,7,12
3,1,2,2
2,2,1,1
2,3,2,2
2,2,2,2
4,3,2,3
0,0,7,2
2,2,2,2
15,31,18,22
17,17,0,6
1,0,0,0
2,0,1,1
3,2,3,3
3,2,3,5
1,0,1,0
4,2,0,2
9,4,9,16
7,32,4,14
2,3,2,2
32,6,13,4
4,3,2,4
2,4,2,2
2,0,0,0
6,1,12,2
0,4,3,4
4,3,0,0
16,2,4,4
4,2,5,3
3,5,4,6
0,0,2,2
4,4,4,2
6,5,2,0
2,2,2,1
13,5,25,11
10,8,29,20
2,2,2,1
4,9,4,3
2,3,2,3
9,0,0,0
9,9,12,9
1,13,4,2
2,2,2,2
1,0,1,0
1,0,0,0
2,4,4,4
1,0,2,2
5,3,4,3
0,0,1,8
4,5,7,3
2,2,2,1
0,1,0,4
8,3,5,5
67,14,16,6
31,84,88,15
0,1,1,1
6,10,12,10
7,3,12,8
331,43,175,60
65,2,5,3
16,29,17,8
13,15,5,13
0,2,0,0
1,0,0,1
1,8,31,0
0,1,0,0
0,0,1,0
0,3,0,5
0,0,0,2
4,2,8,4
5,5,4,4
21,7,25,55
0,2,0,0
0,0,2,0
1,1,2,2
2,4,2,4
4,0,0,0
2,2,0,2
0,1,0,0
14,5,6,9
24,2,0,0
22,6,22,20
0,1,3,0
1,8,3,9
6,2,6,0
2,0,0,0
2,2,2,2
2,1,2,2
10,4,4,8
3,4,2,2
16,10,6,5
10,10,5,1
8,6,2,11
27,15,33,9
2,2,6,2
0,2,0,0
30,0,4,12
5,9,5,10
7,0,0,0
1,2,1,1
20,7,42,16
20,14,26,25
12,4,4,5
0,2,2,1
0,10,7,5
0,1,1,2
2,0,1,2
28,2,33,2
0,5,1,1
0,1,0,0
0,2,2,2
4,2,2,1
0,0,11,0
2,2,2,2
1,1,0,0
2,2,2,2
0,3,1,3
3,1,5,0
4,2,4,2
1,2,1,2
6,4,4,4
0,2,0,1
7,9,11,5
2,2,2,5
2,2,7,12
8,9,9,7
2,2,2,1
2,2,2,3
2,2,3,2
5,3,3,2
2,3,6,5
2,0,0,2
6,3,4,6
2,2,2,3
1,0,0,0
3,7,2,4
0,0,0,1
4,3,1,2
0,4,6,2
0,0,3,0
13,11,16,11
2,0,0,0
0,0,2,0
79,28,54,65
0,1,0,3
0,0,2,1
0,6,0,0
1,1,6,3
5,18,5,8
2,2,2,2
3,4,2,2
2,2,4,4
11,9,14,14
3,2,2,3
2,5,2,2
7,2,5,8
6,5,24,9
1,4,3,7
8,0,10,14
0,0,1,0
6,6,6,8
2,2,3,2
1,0,1,0
41,4,55,29
12,11,9,1
33,22,22,5
15,13,17,17
25,38,15,16
0,2,1,0
1,2,2,0
15,9,10,5
0,0,0,1
2,0,0,0
5,2,1,2
9,11,12,14
7,9,6,9
67,3,2,3
6,4,6,11
9,33,15,52
0,0,5,0
6,6,16,19
2,0,1,0
0,5,8,0
0,2,0,0
4,3,7,4
1,0,0,0
1,1,2,2
8,6,23,23
3,2,3,2
11,9,17,12
0,5,1,0
0,2,2,2
11,10,8,3
1,0,0,0
6,14,12,6
0,0,1,0
6,5,3,3
20,13,19,6
24,27,21,3
8,3,0,2
17,25,26,27
10,7,17,4
5,1,5,3
0,0,3,1
0,0,0,1
1,2,0,1
8,3,8,4
10,4,6,8
2,2,4,2
0,2,4,4
2,0,0,1
2,0,0,0
7,8,9,6
11,10,16,1
2,6,3,0
0,0,1,0
0,0,1,1
1,3,1,2
107,50,51,33
2,2,4,2
5,4,4,4
11,4,3,7
7,3,2,2
3,2,2,1
0,1,0,1
4,0,2,0
2,2,2,2
3,2,0,4
0,0,0,1
5,2,4,6
5,4,3,0
9,1,2,3
0,1,0,0
6,4,5,0
2,2,2,2
13,4,8,4
3,2,3,4
2,2,2,2
17,16,18,14
3,2,2,2
2,2,3,2
4,5,3,5
5,4,6,7
4,2,4,8
1,1,2,0
3,5,5,4
34,11,0,4
0,0,0,2
2,2,4,4
12,33,24,22
5,10,7,9
2,1,1,2
2,4,7,3
4,6,9,8
15,4,19,10
2,2,1,2
16,8,8,7
4,23,0,23
1,1,0,0
3,2,3,4
28,25,36,4
3,0,0,0
1,2,3,2
2,4,4,8
16,41,11,35
2,0,0,0
1,1,1,0
5,7,12,2
2,2,0,2
38,38,20,17
2,2,4,3
24,19,17,6
9,4,7,0
11,1,11,7
11,5,11,7
8,12,7,4
1,5,2,4
1,0,1,1
6,3,6,11
2,1,0,0
4,2,4,5
6,9,13,0
3,3,2,0
4,4,4,4
16,13,15,18
20,3,3,2
5,10,8,4
9,11,20,8
1,1,0,0
9,0,9,16
15,4,11,12
25,25,20,16
2,0,2,0
3,28,13,21
16,10,28,52
1,3,4,2
12,20,10,12
2,12,2,2
4,4,5,2
6,7,4,0
4,4,9,5
0,0,1,0
0,2,15,6
1,8,0,0
0,2,1,0
3,2,3,3
2,0,2,2
2,0,2,0
58,95,77,49
1,1,1,1
8,13,3,5
4,7,7,4
2,4,0,3
3,3,2,0
1,0,0,0
9,8,11,8
6,5,1,2
1,0,2,3
1,3,3,2
8,2,50,6
1,2,2,2
1,0,0,0
2,6,3,4
6,4,12,15
10,7,6,4
2,2,1,0
0,0,1,0
1,2,2,0
0,0,6,0
0,0,1,0
5,2,3,2
2,2,3,5
9,4,10,6
134,23,97,0
19,7,17,4
4,3,7,4
0,1,0,3
1,1,2,2
4,0,0,2
4,6,5,5
18,19,11,29
0,2,0,0
65,32,40,31
1,0,4,1
4,3,2,3
0,8,0,0
12,18,16,14
2,2,2,2
12,6,19,36
1,2,5,8
4,2,2,2
1,0,1,0
3,2,1,2
6,4,14,3
4,4,4,6
0,6,2,4
2,3,20,11
0,0,1,1
2,0,1,2
10,7,15,6
1,0,2,4
2,2,4,2
3,2,14,8
3,2,2,2
2,2,2,2
2,0,0,0
45,2,29,2
15,20,9,8
2,0,2,0
0,4,1,2
0,1,1,1
11,12,16,11
2,3,0,4
3,2,0,0
0,0,3,0
3,2,2,0
29,16,5,8
10,10,4,1
2,0,0,1
4,3,3,1
2,1,1,4
3,0,0,0
0,0,1,1
4,4,5,4
0,2,1,0
4,1,6,6
0,1,1,0
6,9,8,3
1,2,10,3
1,1,2,2
3,0,2,1
8,9,4,1
19,8,11,12
3,0,0,0
12,8,17,25
6,2,4,2
2,2,2,2
6,6,22,15
0,0,1,1
22,2,16,14
1,2,2,2
73,25,24,2
13,25,35,30
7,27,7,7
2,2,3,4
52,29,44,18
1,1,0,0
3,4,4,4
29,4,9,8
0,2,4,2
8,4,11,6
6,0,0,0
7,4,5,3
4,6,6,5
0,0,1,0
0,1,0,0
2,0,0,0
1,0,0,0
20,6,21,37
1,2,2,2
4,0,1,0
6,0,8,4
0,2,4,2
14,3,0,2
28,10,12,7
23,41,19,50
8,5,6,5
8,8,6,10
2,2,2,3
2,2,4,4
4,4,4,4
0,1,0,0
0,0,4,1
2,5,0,2
2,15,15,10
3,2,2,2
12,25,4,28
2,0,2,0
4,8,4,6
4,4,4,4
22,0,15,3
5,18,16,50
3,12,8,8
2,2,2,2
19,9,10,11
1,2,3,1
2,3,2,2
12,16,20,11
2,15,2,2
0,0,1,2
19,10,30,28
11,3,9,5
5,4,4,1
125,27,19,5
3,0,66,1
10,5,22,35
1,4,1,1
1,2,8,2
0,0,3,0
2,5,2,4
0,2,0,1
0,3,3,3
6,2,6,2
16,15,44,12
0,6,8,3
1,0,1,0
0,2,0,2
6,2,4,2
1,2,2,2
3,6,3,3
4,4,8,9
2,0,3,0
2,2,2,2
1,1,1,3
4,3,12,12
3,5,4,6
34,7,1,21
16,109,74,43
26,5,0,0
2,2,140,5
0,0,0,4
35,103,90,7
2,1,2,3
0,0,17,11
1,0,0,1
4,2,5,2
21,13,15,4
2,2,7,4
0,5,0,4
15,4,19,8
0,0,2,3
7,4,4,6
0,0,1,1
1,1,0,0
4,9,3,2
7,4,19,12
2,3,2,2
3,3,3,2
2,3,6,0
5,4,4,3
7,16,8,4
8,2,3,1
2,0,2,2
1,4,3,8
0,2,8,5
2,3,1,3
30,8,29,15
30,137,29,3
4,4,1,7
0,3,0,0
4,4,1,1
0,0,1,2
3,3,3,6
3,0,2,1
14,20,4,20
2,0,2,0
0,4,0,0
2,2,2,5
0,2,1,2
144,0,20,0
1,5,4,3
1,2,2,0
2,3,2,3
2,2,4,2
0,0,3,0
2,2,0,2
0,5,0,2
0,5,0,2
3,13,16,12
4,4,2,2
75,2,6,4
8,2,4,4
2,0,2,2
4,1,0,0
23,7,9,5
9,26,3,20
6,5,5,2
2,13,38,7
4,3,7,2
2,0,0,0
0,2,0,0
5,1,0,0
10,2,8,6
2,3,5,1
2,2,2,2
4,2,2,2
2,2,3,6
9,10,11,13
1,2,1,0
